customer_id,survey_year,customer_segment,in_out_state,responded
C000671,FY26,Silent Customers,In-State,1
C000672,FY26,Silent Customers,In-State,0
C000673,FY26,Silent Customers,In-State,0
C000674,FY26,Silent Customers,In-State,0
C000675,FY26,Silent Customers,In-State,1
C000676,FY26,Silent Customers,In-State,0
C000677,FY26,Silent Customers,In-State,0
C000678,FY26,Silent Customers,In-State,1
C000679,FY26,Silent Customers,In-State,0
C000680,FY26,Silent Customers,In-State,0
C000681,FY26,Silent Customers,In-State,0
C000682,FY26,Silent Customers,In-State,1
C000683,FY26,Silent Customers,In-State,1
C000684,FY26,Silent Customers,In-State,1
C000685,FY26,Silent Customers,In-State,0
C000686,FY26,Silent Customers,In-State,0
C000687,FY26,Silent Customers,In-State,1
C000688,FY26,Silent Customers,In-State,0
C000689,FY26,Silent Customers,In-State,0
C000690,FY26,Silent Customers,In-State,0
C000691,FY26,Silent Customers,In-State,0
C000692,FY26,Silent Customers,In-State,0
C000693,FY26,Silent Customers,In-State,0
C000694,FY26,Silent Customers,In-State,0
C000695,FY26,Silent Customers,In-State,1
C000696,FY26,Silent Customers,In-State,0
C000697,FY26,Silent Customers,In-State,0
C000698,FY26,Silent Customers,In-State,0
C000699,FY26,Silent Customers,In-State,1
C000700,FY26,Silent Customers,In-State,0
C000701,FY26,Silent Customers,In-State,0
C000702,FY26,Silent Customers,In-State,0
C000703,FY26,Silent Customers,In-State,1
C000704,FY26,Silent Customers,In-State,0
C000705,FY26,Silent Customers,In-State,1
C000706,FY26,Silent Customers,In-State,0
C000707,FY26,Silent Customers,In-State,1
C000708,FY26,Silent Customers,In-State,0
C000709,FY26,Silent Customers,In-State,0
C000710,FY26,Silent Customers,In-State,0
C000711,FY26,Silent Customers,In-State,0
C000712,FY26,Silent Customers,In-State,1
C000713,FY26,Silent Customers,In-State,1
C000714,FY26,Silent Customers,In-State,0
C000715,FY26,Silent Customers,In-State,0
C000716,FY26,Silent Customers,In-State,0
C000717,FY26,Silent Customers,In-State,0
C000718,FY26,Silent Customers,In-State,0
C000719,FY26,Silent Customers,In-State,1
C000720,FY26,Silent Customers,In-State,0
C000721,FY26,Silent Customers,In-State,0
C000722,FY26,Silent Customers,In-State,0
C000723,FY26,Silent Customers,In-State,1
C000724,FY26,Silent Customers,In-State,0
C000725,FY26,Silent Customers,In-State,0
C000726,FY26,Silent Customers,In-State,0
C000727,FY26,Silent Customers,In-State,0
C000728,FY26,Silent Customers,In-State,0
C000729,FY26,Silent Customers,In-State,0
C000730,FY26,Silent Customers,In-State,0
C000731,FY26,Silent Customers,In-State,0
C000732,FY26,Silent Customers,In-State,1
C000733,FY26,Silent Customers,In-State,0
C000734,FY26,Silent Customers,In-State,0
C000735,FY26,Silent Customers,In-State,0
C000736,FY26,Silent Customers,In-State,0
C000737,FY26,Silent Customers,In-State,0
C000738,FY26,Silent Customers,In-State,0
C000739,FY26,Silent Customers,In-State,0
C000740,FY26,Silent Customers,In-State,0
C000741,FY26,Silent Customers,In-State,0
C000742,FY26,Silent Customers,In-State,0
C000743,FY26,Silent Customers,In-State,1
C000744,FY26,Silent Customers,In-State,1
C000745,FY26,Silent Customers,In-State,0
C000746,FY26,Silent Customers,In-State,1
C000747,FY26,Silent Customers,In-State,0
C000748,FY26,Silent Customers,In-State,0
C000749,FY26,Silent Customers,In-State,1
C000750,FY26,Silent Customers,In-State,0
C000751,FY26,Silent Customers,Out-of-State,0
C000752,FY26,Silent Customers,Out-of-State,0
C000753,FY26,Silent Customers,Out-of-State,0
C000754,FY26,Silent Customers,Out-of-State,0
C000755,FY26,Silent Customers,Out-of-State,0
C000756,FY26,Silent Customers,Out-of-State,0
C000757,FY26,Silent Customers,Out-of-State,0
C000758,FY26,Silent Customers,Out-of-State,0
C000759,FY26,Silent Customers,Out-of-State,0
C000760,FY26,Silent Customers,Out-of-State,1
C000761,FY26,Silent Customers,Out-of-State,0
C000762,FY26,Silent Customers,Out-of-State,0
C000763,FY26,Silent Customers,Out-of-State,0
C000764,FY26,Silent Customers,Out-of-State,0
C000765,FY26,Silent Customers,Out-of-State,0
C000766,FY26,Silent Customers,Out-of-State,0
C000767,FY26,Silent Customers,Out-of-State,0
C000768,FY26,Silent Customers,Out-of-State,1
C000769,FY26,Silent Customers,Out-of-State,0
C000770,FY26,Silent Customers,Out-of-State,0
C000771,FY26,Silent Customers,Out-of-State,0
C000772,FY26,Silent Customers,Out-of-State,0
C000773,FY26,Silent Customers,Out-of-State,0
C000774,FY26,Silent Customers,Out-of-State,0
C000775,FY26,Silent Customers,Out-of-State,0
C000776,FY26,Silent Customers,Out-of-State,1
C000777,FY26,Silent Customers,Out-of-State,0
C000778,FY26,Silent Customers,Out-of-State,0
C000779,FY26,Silent Customers,Out-of-State,0
C000780,FY26,Silent Customers,Out-of-State,0
C000781,FY26,Prior Responders,In-State,1
C000782,FY26,Prior Responders,In-State,0
C000783,FY26,Prior Responders,In-State,1
C000784,FY26,Prior Responders,In-State,1
C000785,FY26,Prior Responders,In-State,0
C000786,FY26,Prior Responders,In-State,1
C000787,FY26,Prior Responders,In-State,0
C000788,FY26,Prior Responders,In-State,0
C000789,FY26,Prior Responders,In-State,1
C000790,FY26,Prior Responders,In-State,0
C000791,FY26,Prior Responders,In-State,0
C000792,FY26,Prior Responders,In-State,0
C000793,FY26,Prior Responders,In-State,1
C000794,FY26,Prior Responders,In-State,0
C000795,FY26,Prior Responders,In-State,1
C000796,FY26,Prior Responders,In-State,0
C000797,FY26,Prior Responders,In-State,1
C000798,FY26,Prior Responders,In-State,1
C000799,FY26,Prior Responders,In-State,0
C000800,FY26,Prior Responders,In-State,0
C000801,FY26,Prior Responders,In-State,0
C000802,FY26,Prior Responders,In-State,1
C000803,FY26,Prior Responders,In-State,1
C000804,FY26,Prior Responders,In-State,1
C000805,FY26,Prior Responders,In-State,1
C000806,FY26,Prior Responders,In-State,1
C000807,FY26,Prior Responders,In-State,1
C000808,FY26,Prior Responders,In-State,1
C000809,FY26,Prior Responders,In-State,1
C000810,FY26,Prior Responders,In-State,1
C000811,FY26,Prior Responders,In-State,0
C000812,FY26,Prior Responders,In-State,0
C000813,FY26,Prior Responders,In-State,1
C000814,FY26,Prior Responders,In-State,1
C000815,FY26,Prior Responders,In-State,0
C000816,FY26,Prior Responders,In-State,1
C000817,FY26,Prior Responders,In-State,0
C000818,FY26,Prior Responders,In-State,0
C000819,FY26,Prior Responders,In-State,0
C000820,FY26,Prior Responders,In-State,0
C000821,FY26,Prior Responders,In-State,1
C000822,FY26,Prior Responders,In-State,0
C000823,FY26,Prior Responders,In-State,1
C000824,FY26,Prior Responders,In-State,1
C000825,FY26,Prior Responders,In-State,1
C000826,FY26,Prior Responders,In-State,0
C000827,FY26,Prior Responders,In-State,1
C000828,FY26,Prior Responders,In-State,0
C000829,FY26,Prior Responders,In-State,1
C000830,FY26,Prior Responders,In-State,1
C000831,FY26,Prior Responders,In-State,1
C000832,FY26,Prior Responders,In-State,1
C000833,FY26,Prior Responders,In-State,0
C000834,FY26,Prior Responders,In-State,0
C000835,FY26,Prior Responders,In-State,0
C000836,FY26,Prior Responders,In-State,1
C000837,FY26,Prior Responders,In-State,1
C000838,FY26,Prior Responders,In-State,0
C000839,FY26,Prior Responders,In-State,1
C000840,FY26,Prior Responders,In-State,1
C000841,FY26,Prior Responders,In-State,0
C000842,FY26,Prior Responders,In-State,1
C000843,FY26,Prior Responders,In-State,1
C000844,FY26,Prior Responders,In-State,0
C000845,FY26,Prior Responders,In-State,1
C000846,FY26,Prior Responders,In-State,0
C000847,FY26,Prior Responders,In-State,1
C000848,FY26,Prior Responders,In-State,1
C000849,FY26,Prior Responders,In-State,1
C000850,FY26,Prior Responders,In-State,1
C000851,FY26,Prior Responders,In-State,1
C000852,FY26,Prior Responders,In-State,1
C000853,FY26,Prior Responders,In-State,1
C000854,FY26,Prior Responders,In-State,1
C000855,FY26,Prior Responders,In-State,1
C000856,FY26,Prior Responders,In-State,0
C000857,FY26,Prior Responders,In-State,1
C000858,FY26,Prior Responders,In-State,1
C000859,FY26,Prior Responders,In-State,0
C000860,FY26,Prior Responders,In-State,1
C000861,FY26,Prior Responders,In-State,0
C000862,FY26,Prior Responders,In-State,0
C000863,FY26,Prior Responders,In-State,1
C000864,FY26,Prior Responders,In-State,0
C000865,FY26,Prior Responders,In-State,1
C000866,FY26,Prior Responders,In-State,1
C000867,FY26,Prior Responders,In-State,1
C000868,FY26,Prior Responders,In-State,0
C000869,FY26,Prior Responders,In-State,1
C000870,FY26,Prior Responders,In-State,1
C000871,FY26,Prior Responders,In-State,1
C000872,FY26,Prior Responders,In-State,1
C000873,FY26,Prior Responders,In-State,1
C000874,FY26,Prior Responders,In-State,1
C000875,FY26,Prior Responders,In-State,0
C000876,FY26,Prior Responders,In-State,1
C000877,FY26,Prior Responders,In-State,1
C000878,FY26,Prior Responders,In-State,1
C000879,FY26,Prior Responders,In-State,1
C000880,FY26,Prior Responders,In-State,1
C000881,FY26,Prior Responders,In-State,1
C000882,FY26,Prior Responders,In-State,1
C000883,FY26,Prior Responders,In-State,1
C000884,FY26,Prior Responders,In-State,0
C000885,FY26,Prior Responders,In-State,1
C000886,FY26,Prior Responders,In-State,1
C000887,FY26,Prior Responders,In-State,0
C000888,FY26,Prior Responders,In-State,0
C000889,FY26,Prior Responders,In-State,1
C000890,FY26,Prior Responders,In-State,0
C000891,FY26,Prior Responders,In-State,1
C000892,FY26,Prior Responders,In-State,1
C000893,FY26,Prior Responders,In-State,0
C000894,FY26,Prior Responders,In-State,0
C000895,FY26,Prior Responders,In-State,0
C000896,FY26,Prior Responders,In-State,1
C000897,FY26,Prior Responders,In-State,1
C000898,FY26,Prior Responders,In-State,1
C000899,FY26,Prior Responders,In-State,1
C000900,FY26,Prior Responders,In-State,1
C000901,FY26,Prior Responders,In-State,0
C000902,FY26,Prior Responders,In-State,1
C000903,FY26,Prior Responders,In-State,1
C000904,FY26,Prior Responders,In-State,0
C000905,FY26,Prior Responders,In-State,1
C000906,FY26,Prior Responders,In-State,1
C000907,FY26,Prior Responders,In-State,1
C000908,FY26,Prior Responders,In-State,1
C000909,FY26,Prior Responders,In-State,1
C000910,FY26,Prior Responders,In-State,1
C000911,FY26,Prior Responders,In-State,0
C000912,FY26,Prior Responders,In-State,1
C000913,FY26,Prior Responders,In-State,1
C000914,FY26,Prior Responders,In-State,1
C000915,FY26,Prior Responders,In-State,0
C000916,FY26,Prior Responders,In-State,1
C000917,FY26,Prior Responders,In-State,1
C000918,FY26,Prior Responders,In-State,1
C000919,FY26,Prior Responders,In-State,0
C000920,FY26,Prior Responders,In-State,1
C000921,FY26,Prior Responders,In-State,1
C000922,FY26,Prior Responders,In-State,1
C000923,FY26,Prior Responders,In-State,0
C000924,FY26,Prior Responders,In-State,1
C000925,FY26,Prior Responders,In-State,1
C000926,FY26,Prior Responders,In-State,1
C000927,FY26,Prior Responders,In-State,1
C000928,FY26,Prior Responders,In-State,1
C000929,FY26,Prior Responders,In-State,0
C000930,FY26,Prior Responders,In-State,1
C000931,FY26,Prior Responders,In-State,0
C000932,FY26,Prior Responders,In-State,1
C000933,FY26,Prior Responders,In-State,0
C000934,FY26,Prior Responders,In-State,1
C000935,FY26,Prior Responders,In-State,1
C000936,FY26,Prior Responders,In-State,1
C000937,FY26,Prior Responders,In-State,0
C000938,FY26,Prior Responders,In-State,1
C000939,FY26,Prior Responders,In-State,1
C000940,FY26,Prior Responders,In-State,1
C000941,FY26,Prior Responders,In-State,1
C000942,FY26,Prior Responders,In-State,1
C000943,FY26,Prior Responders,In-State,1
C000944,FY26,Prior Responders,In-State,1
C000945,FY26,Prior Responders,In-State,1
C000946,FY26,Prior Responders,In-State,1
C000947,FY26,Prior Responders,In-State,1
C000948,FY26,Prior Responders,In-State,1
C000949,FY26,Prior Responders,In-State,0
C000950,FY26,Prior Responders,In-State,0
C000951,FY26,Prior Responders,In-State,1
C000952,FY26,Prior Responders,In-State,1
C000953,FY26,Prior Responders,In-State,1
C000954,FY26,Prior Responders,In-State,1
C000955,FY26,Prior Responders,In-State,1
C000956,FY26,Prior Responders,In-State,1
C000957,FY26,Prior Responders,In-State,0
C000958,FY26,Prior Responders,In-State,0
C000959,FY26,Prior Responders,In-State,0
C000960,FY26,Prior Responders,In-State,1
C000961,FY26,Prior Responders,In-State,0
C000962,FY26,Prior Responders,In-State,1
C000963,FY26,Prior Responders,In-State,1
C000964,FY26,Prior Responders,In-State,1
C000965,FY26,Prior Responders,In-State,1
C000966,FY26,Prior Responders,In-State,1
C000967,FY26,Prior Responders,In-State,1
C000968,FY26,Prior Responders,In-State,1
C000969,FY26,Prior Responders,In-State,0
C000970,FY26,Prior Responders,In-State,1
C000971,FY26,Prior Responders,In-State,0
C000972,FY26,Prior Responders,In-State,1
C000973,FY26,Prior Responders,In-State,1
C000974,FY26,Prior Responders,In-State,0
C000975,FY26,Prior Responders,In-State,1
C000976,FY26,Prior Responders,In-State,0
C000977,FY26,Prior Responders,In-State,1
C000978,FY26,Prior Responders,In-State,1
C000979,FY26,Prior Responders,In-State,0
C000980,FY26,Prior Responders,In-State,1
C000981,FY26,Prior Responders,Out-of-State,1
C000982,FY26,Prior Responders,Out-of-State,0
C000983,FY26,Prior Responders,Out-of-State,0
C000984,FY26,Prior Responders,Out-of-State,1
C000985,FY26,Prior Responders,Out-of-State,1
C000986,FY26,Prior Responders,Out-of-State,1
C000987,FY26,Prior Responders,Out-of-State,1
C000988,FY26,Prior Responders,Out-of-State,1
C000989,FY26,Prior Responders,Out-of-State,0
C000990,FY26,Prior Responders,Out-of-State,1
C000991,FY26,Prior Responders,Out-of-State,1
C000992,FY26,Prior Responders,Out-of-State,1
C000993,FY26,Prior Responders,Out-of-State,1
C000994,FY26,Prior Responders,Out-of-State,1
C000995,FY26,Prior Responders,Out-of-State,1
C000996,FY26,Prior Responders,Out-of-State,1
C000997,FY26,Prior Responders,Out-of-State,1
C000998,FY26,Prior Responders,Out-of-State,1
C000999,FY26,Prior Responders,Out-of-State,1
C001000,FY26,Prior Responders,Out-of-State,1
C001001,FY26,Prior Responders,Out-of-State,1
C001002,FY26,Prior Responders,Out-of-State,0
C001003,FY26,Prior Responders,Out-of-State,1
C001004,FY26,Prior Responders,Out-of-State,0
C001005,FY26,Prior Responders,Out-of-State,1
C001006,FY26,Prior Responders,Out-of-State,1
C001007,FY26,Prior Responders,Out-of-State,0
C001008,FY26,Prior Responders,Out-of-State,1
C001009,FY26,Prior Responders,Out-of-State,1
C001010,FY26,Prior Responders,Out-of-State,1
C001011,FY26,Prior Responders,Out-of-State,1
C001012,FY26,Prior Responders,Out-of-State,1
C001013,FY26,Prior Responders,Out-of-State,1
C001014,FY26,Prior Responders,Out-of-State,1
C001015,FY26,Prior Responders,Out-of-State,0
C001016,FY26,Prior Responders,Out-of-State,0
C001017,FY26,Prior Responders,Out-of-State,1
C001018,FY26,Prior Responders,Out-of-State,0
C001019,FY26,Prior Responders,Out-of-State,1
C001020,FY26,Prior Responders,Out-of-State,1
C001021,FY26,Prior Responders,Out-of-State,1
C001022,FY26,Prior Responders,Out-of-State,1
C001023,FY26,Prior Responders,Out-of-State,1
C001024,FY26,Prior Responders,Out-of-State,1
C001025,FY26,Prior Responders,Out-of-State,0
C001026,FY26,Prior Responders,Out-of-State,1
C001027,FY26,Prior Responders,Out-of-State,1
C001028,FY26,Prior Responders,Out-of-State,1
C001029,FY26,Prior Responders,Out-of-State,1
C001030,FY26,Prior Responders,Out-of-State,1
C001031,FY26,New Customers,In-State,0
C001032,FY26,New Customers,In-State,0
C001033,FY26,New Customers,In-State,1
C001034,FY26,New Customers,In-State,1
C001035,FY26,New Customers,In-State,1
C001036,FY26,New Customers,In-State,1
C001037,FY26,New Customers,In-State,0
C001038,FY26,New Customers,In-State,0
C001039,FY26,New Customers,In-State,1
C001040,FY26,New Customers,In-State,0
C001041,FY26,New Customers,In-State,0
C001042,FY26,New Customers,In-State,0
C001043,FY26,New Customers,In-State,0
C001044,FY26,New Customers,In-State,0
C001045,FY26,New Customers,In-State,0
C001046,FY26,New Customers,In-State,0
C001047,FY26,New Customers,In-State,0
C001048,FY26,New Customers,In-State,1
C001049,FY26,New Customers,In-State,1
C001050,FY26,New Customers,In-State,1
C001051,FY26,New Customers,In-State,0
C001052,FY26,New Customers,In-State,0
C001053,FY26,New Customers,In-State,0
C001054,FY26,New Customers,In-State,0
C001055,FY26,New Customers,In-State,1
C001056,FY26,New Customers,In-State,1
C001057,FY26,New Customers,In-State,1
C001058,FY26,New Customers,In-State,0
C001059,FY26,New Customers,In-State,1
C001060,FY26,New Customers,In-State,0
C001061,FY26,New Customers,In-State,0
C001062,FY26,New Customers,In-State,0
C001063,FY26,New Customers,In-State,0
C001064,FY26,New Customers,In-State,0
C001065,FY26,New Customers,In-State,1
C001066,FY26,New Customers,In-State,0
C001067,FY26,New Customers,In-State,0
C001068,FY26,New Customers,In-State,0
C001069,FY26,New Customers,In-State,0
C001070,FY26,New Customers,In-State,0
C001071,FY26,New Customers,In-State,0
C001072,FY26,New Customers,In-State,0
C001073,FY26,New Customers,In-State,0
C001074,FY26,New Customers,In-State,1
C001075,FY26,New Customers,In-State,0
C001076,FY26,New Customers,In-State,0
C001077,FY26,New Customers,In-State,0
C001078,FY26,New Customers,In-State,0
C001079,FY26,New Customers,In-State,0
C001080,FY26,New Customers,In-State,0
C001081,FY26,New Customers,In-State,0
C001082,FY26,New Customers,In-State,0
C001083,FY26,New Customers,In-State,1
C001084,FY26,New Customers,In-State,1
C001085,FY26,New Customers,In-State,0
C001086,FY26,New Customers,In-State,0
C001087,FY26,New Customers,In-State,0
C001088,FY26,New Customers,In-State,1
C001089,FY26,New Customers,In-State,0
C001090,FY26,New Customers,In-State,0
C001091,FY26,New Customers,In-State,0
C001092,FY26,New Customers,In-State,0
C001093,FY26,New Customers,In-State,0
C001094,FY26,New Customers,In-State,0
C001095,FY26,New Customers,In-State,1
C001096,FY26,New Customers,In-State,0
C001097,FY26,New Customers,In-State,0
C001098,FY26,New Customers,In-State,0
C001099,FY26,New Customers,In-State,0
C001100,FY26,New Customers,In-State,1
C001101,FY26,New Customers,In-State,0
C001102,FY26,New Customers,In-State,0
C001103,FY26,New Customers,In-State,0
C001104,FY26,New Customers,In-State,0
C001105,FY26,New Customers,In-State,0
C001106,FY26,New Customers,In-State,1
C001107,FY26,New Customers,In-State,1
C001108,FY26,New Customers,In-State,0
C001109,FY26,New Customers,In-State,0
C001110,FY26,New Customers,In-State,0
C001111,FY26,New Customers,In-State,1
C001112,FY26,New Customers,In-State,0
C001113,FY26,New Customers,In-State,0
C001114,FY26,New Customers,In-State,0
C001115,FY26,New Customers,In-State,0
C001116,FY26,New Customers,In-State,0
C001117,FY26,New Customers,In-State,0
C001118,FY26,New Customers,In-State,0
C001119,FY26,New Customers,In-State,0
C001120,FY26,New Customers,In-State,1
C001121,FY26,New Customers,In-State,1
C001122,FY26,New Customers,In-State,1
C001123,FY26,New Customers,In-State,1
C001124,FY26,New Customers,In-State,0
C001125,FY26,New Customers,In-State,0
C001126,FY26,New Customers,In-State,0
C001127,FY26,New Customers,In-State,0
C001128,FY26,New Customers,In-State,0
C001129,FY26,New Customers,In-State,1
C001130,FY26,New Customers,In-State,0
C001131,FY26,New Customers,In-State,1
C001132,FY26,New Customers,In-State,0
C001133,FY26,New Customers,In-State,0
C001134,FY26,New Customers,In-State,0
C001135,FY26,New Customers,In-State,0
C001136,FY26,New Customers,In-State,0
C001137,FY26,New Customers,In-State,0
C001138,FY26,New Customers,In-State,0
C001139,FY26,New Customers,In-State,0
C001140,FY26,New Customers,In-State,0
C001141,FY26,New Customers,In-State,0
C001142,FY26,New Customers,In-State,0
C001143,FY26,New Customers,In-State,1
C001144,FY26,New Customers,In-State,1
C001145,FY26,New Customers,In-State,0
C001146,FY26,New Customers,In-State,1
C001147,FY26,New Customers,In-State,0
C001148,FY26,New Customers,In-State,1
C001149,FY26,New Customers,In-State,0
C001150,FY26,New Customers,In-State,1
C001151,FY26,New Customers,In-State,0
C001152,FY26,New Customers,In-State,1
C001153,FY26,New Customers,In-State,0
C001154,FY26,New Customers,In-State,0
C001155,FY26,New Customers,In-State,1
C001156,FY26,New Customers,In-State,0
C001157,FY26,New Customers,In-State,1
C001158,FY26,New Customers,In-State,1
C001159,FY26,New Customers,In-State,0
C001160,FY26,New Customers,In-State,1
C001161,FY26,New Customers,In-State,0
C001162,FY26,New Customers,In-State,0
C001163,FY26,New Customers,In-State,0
C001164,FY26,New Customers,In-State,0
C001165,FY26,New Customers,In-State,0
C001166,FY26,New Customers,In-State,1
C001167,FY26,New Customers,In-State,1
C001168,FY26,New Customers,In-State,1
C001169,FY26,New Customers,In-State,0
C001170,FY26,New Customers,In-State,1
C001171,FY26,New Customers,Out-of-State,1
C001172,FY26,New Customers,Out-of-State,1
C001173,FY26,New Customers,Out-of-State,0
C001174,FY26,New Customers,Out-of-State,1
C001175,FY26,New Customers,Out-of-State,1
C001176,FY26,New Customers,Out-of-State,1
C001177,FY26,New Customers,Out-of-State,0
C001178,FY26,New Customers,Out-of-State,1
C001179,FY26,New Customers,Out-of-State,1
C001180,FY26,New Customers,Out-of-State,1
C001181,FY26,New Customers,Out-of-State,0
C001182,FY26,New Customers,Out-of-State,1
C001183,FY26,New Customers,Out-of-State,1
C001184,FY26,New Customers,Out-of-State,1
C001185,FY26,New Customers,Out-of-State,0
C001186,FY26,New Customers,Out-of-State,1
C001187,FY26,New Customers,Out-of-State,1
C001188,FY26,New Customers,Out-of-State,0
C001189,FY26,New Customers,Out-of-State,1
C001190,FY26,New Customers,Out-of-State,1
C001191,FY26,New Customers,Out-of-State,1
C001192,FY26,New Customers,Out-of-State,1
C001193,FY26,New Customers,Out-of-State,1
C001194,FY26,New Customers,Out-of-State,0
C001195,FY26,New Customers,Out-of-State,1
C001196,FY26,New Customers,Out-of-State,1
C001197,FY26,New Customers,Out-of-State,0
C001198,FY26,New Customers,Out-of-State,1
C001199,FY26,New Customers,Out-of-State,0
C001200,FY26,New Customers,Out-of-State,1
